0.025000 12152.748754 28.021319 17814.193751 38.474686 174.305933 19.457699 28.710907 2.582639 
0.075000 56231.383724 171.852324 46970.910723 111.313264 989.424335 56.281215 111.941507 6.211746 
0.125000 118204.695469 283.547298 31849.038111 128.589201 2108.097735 73.602840 194.605818 7.910897 
0.175000 184006.746955 460.509436 26801.988233 162.729188 3136.206972 95.350979 270.683106 8.674380 
0.225000 269278.199790 669.540684 25607.334735 193.581444 3973.913611 112.174368 337.905052 11.017389 
0.275000 379732.951722 927.936926 25055.165263 219.088441 4671.810993 118.591064 390.191943 23.125513 
0.325000 508475.681234 1205.912216 26381.593479 248.990736 5247.200280 132.290563 437.240311 13.374820 
0.375000 648793.142575 1505.829052 27537.226910 278.535213 5623.830046 129.035299 462.088875 14.358599 
0.425000 799341.491192 1844.215411 28541.604324 303.025098 5861.532413 140.294958 481.273682 16.403186 
0.475000 974722.916039 2119.058098 28433.187148 318.819641 5898.510007 135.724313 488.030189 16.161437 
0.525000 1211377.133234 2479.099498 28154.986444 331.440408 5927.427563 137.558588 480.428103 27.134696 
0.575000 1455460.366741 2956.478327 28549.366944 349.909079 5804.021111 135.679680 486.671214 14.354150 
0.625000 1525321.030914 3218.596169 28651.798212 362.797355 5615.265122 176.770476 472.901996 15.691751 
0.675000 1310011.281037 2955.812312 26977.235460 359.043036 5434.677419 129.777430 475.679176 16.505464 
0.725000 994503.977484 2589.081725 25300.342510 360.070817 5137.066784 126.028257 468.675381 21.966476 
0.775000 736232.119394 2339.787456 23180.871420 345.746144 4813.720358 114.646564 444.143908 14.025182 
0.825000 553007.064706 2215.286547 20209.922690 323.432874 4525.624711 112.893798 438.445614 15.072115 
0.875000 396345.954275 2012.432228 19448.816644 331.470496 4172.464751 107.138210 432.516875 13.816033 
0.925000 271212.457361 1675.245891 18034.210609 318.120428 3820.578934 101.662642 417.628872 13.792154 
0.975000 179519.447523 1298.873505 16658.739629 316.982447 3494.537981 93.657399 409.728563 12.771598 
1.025000 121104.883007 989.565580 16035.883667 317.461907 3178.696421 85.746943 391.190756 11.811619 
1.075000 91593.047398 825.846311 14259.545341 298.637966 2907.186869 79.527852 378.388758 10.566070 
1.125000 73823.030783 734.555933 13455.972500 292.180501 2638.843090 79.123159 372.504420 12.662812 
1.175000 63632.315391 681.706069 12137.646169 281.923046 2383.993349 66.809894 357.382503 13.457251 
1.225000 54079.861927 621.076669 10880.187940 267.636383 2162.883388 61.448937 361.060971 14.505226 
1.275000 45750.768127 559.906027 10547.650911 270.084562 2039.927207 55.672801 342.373113 8.141733 
1.325000 41682.073774 538.217737 9933.424191 266.009081 1860.040379 52.097475 335.133084 12.199523 
1.375000 34766.653903 476.183633 8776.627349 245.548457 1740.740406 42.776888 323.555673 9.188585 
1.425000 31242.152842 449.133381 8785.517835 253.320353 1639.260622 39.987412 318.302412 11.857452 
1.475000 28304.394593 421.582523 7603.035465 235.933118 1566.403200 34.638924 306.723885 10.704160 
1.525000 26279.710763 408.631193 7042.335870 224.037466 1478.520731 38.584499 303.835361 7.492022 
1.575000 23841.828184 383.061906 6717.514996 220.817982 1403.374904 29.834615 297.376639 8.814319 
1.625000 21815.543517 361.059016 5937.323948 203.147554 1369.714338 35.744510 288.601406 7.758713 
1.675000 20877.272064 355.066697 5828.871007 207.358108 1308.915876 30.735588 277.375510 7.293661 
1.725000 18859.519374 327.784583 5281.291313 191.947746 1267.973814 25.707197 279.343906 9.014881 
1.775000 17514.955367 313.479431 4815.780488 181.731841 1255.369380 19.635575 274.872033 10.741745 
1.825000 16474.138018 300.155322 5124.026216 203.760622 1200.343779 25.714198 258.778525 7.373614 
1.875000 16124.693485 299.683404 4350.294805 174.213603 1170.075406 22.004818 259.020415 6.004780 
1.925000 14588.001628 274.726592 4093.882449 174.180250 1159.368596 20.204144 248.652002 5.788381 
1.975000 14263.427064 271.049146 4373.771445 187.137131 1153.458417 18.215753 247.387177 14.318285 
2.025000 13365.777484 257.279915 3691.593042 156.350627 1115.922618 18.217598 241.334200 7.284591 
2.075000 13124.273294 257.389252 3522.992336 152.234263 1107.138756 22.726453 235.836588 5.645722 
2.125000 12734.202486 251.896186 3705.098656 167.508204 1054.447426 14.676954 219.909198 6.462378 
2.175000 12287.934162 245.443303 3257.318616 147.305330 1047.296578 14.798419 217.824005 5.753126 
2.225000 12123.282346 239.765978 3397.563471 160.552254 1023.996574 22.988454 211.979582 5.207819 
2.275000 11367.057942 224.616522 3037.130113 147.151297 1005.248488 22.671318 203.792286 6.104416 
2.325000 10750.562807 214.881212 3244.518542 161.574863 983.327934 13.688876 200.923593 5.235950 
2.375000 10738.371755 214.715693 2670.976857 132.654848 972.455686 22.190091 195.893054 5.947679 
2.425000 10166.033315 201.107642 2540.152921 124.756915 937.454120 15.060162 190.818359 16.529889 
2.475000 9926.313986 196.138391 2758.436676 146.727722 931.758321 13.156898 185.007479 6.106931 
2.525000 9845.153857 192.714000 2834.760284 148.825630 899.977793 12.678829 182.767438 8.117848 
2.575000 9831.416394 190.291777 2458.286396 136.863713 864.459400 8.977324 170.962889 7.793329 
2.625000 9163.992573 176.099889 2308.205008 128.285139 856.585150 10.682266 170.955343 5.892514 
2.675000 9078.633471 171.466633 2193.795884 128.044411 828.549479 14.480773 164.668011 4.622803 
2.725000 9210.497107 170.995750 1993.186092 121.864720 824.135330 10.456772 163.003819 4.222058 
2.775000 9348.945440 168.170587 1935.631217 114.935440 779.734518 11.018799 153.395165 5.049472 
2.825000 9347.547593 165.373344 1935.141458 112.721529 769.789771 16.536716 149.123560 5.203690 
