{0, 25 , 0.587549, 0.203327, 0.0498339, 0.0292479, 0.036129, 0.0247748, 0.0244344, 0.023176, 0.0138289, 0.016696, 0.00789889, 0.0135674, 0.00610221, 0.00471698, 0.00589226, 0.00323363, 0.0089955, 0.00729927, 0.0111206, 0.00918964, 0.00251256, 0.00324149, 0.00380952, 0, 0.00687285, 0.00284495}:
{0, 25 , 0.319066, 0.432532, 0.207641, 0.0612813, 0.0245161, 0.0281532, 0.0244344, 0.023176, 0.0259291, 0.0193322, 0.0150079, 0.0127694, 0.00991609, 0.00628931, 0.010101, 0.00404204, 0.00749625, 0.00510949, 0.0025663, 0.00501253, 0.00502513, 0.00567261, 0.0047619, 0.00542299, 0.0045819, 0.00995733}:
{0, 25 , 0.0700389, 0.269871, 0.408638, 0.206128, 0.0722581, 0.0394144, 0.0316742, 0.0317597, 0.0302506, 0.026362, 0.0229068, 0.0223464, 0.0144928, 0.00943396, 0.00505051, 0.00404204, 0.005997, 0.00729927, 0.00684346, 0.0116959, 0.00586265, 0.00567261, 0.0104762, 0.00759219, 0.00687285, 0.00142248}:
{0, 25 , 0.0116732, 0.0683919, 0.22093, 0.342618, 0.227097, 0.0675676, 0.0343891, 0.0300429, 0.0354365, 0.0395431, 0.0323855, 0.0231445, 0.0144928, 0.00786164, 0.00673401, 0.00889248, 0.0112444, 0.00729927, 0.0102652, 0.00501253, 0.0108878, 0.0121556, 0.00380952, 0.00976139, 0.0103093, 0.00995733}:
{0, 25 , 0.0116732, 0.0221811, 0.0681063, 0.235376, 0.327742, 0.199324, 0.0723982, 0.0343348, 0.0302506, 0.0307557, 0.0292259, 0.028731, 0.020595, 0.0157233, 0.013468, 0.0145513, 0.011994, 0.0109489, 0.00855432, 0.00835422, 0.0134003, 0.00810373, 0.00666667, 0.00650759, 0.00687285, 0.0113798}:
{0, 25 , 0, 0.00184843, 0.0282392, 0.0849582, 0.19871, 0.317568, 0.179186, 0.0695279, 0.0440795, 0.0333919, 0.035545, 0.0247406, 0.0289855, 0.0220126, 0.016835, 0.0153597, 0.0157421, 0.00656934, 0.011976, 0.00668338, 0.00586265, 0.00972447, 0.00571429, 0.0032538, 0.0103093, 0.00853485}:
{0, 25 , 0, 0.00184843, 0.00830565, 0.0194986, 0.0722581, 0.191441, 0.302262, 0.19485, 0.0743302, 0.0404218, 0.0387046, 0.0271349, 0.02746, 0.0377358, 0.0244108, 0.0194018, 0.0142429, 0.0138686, 0.0145423, 0.0108605, 0.00753769, 0.0113452, 0.0104762, 0.00976139, 0.0137457, 0.0170697}:
{0, 25 , 0, 0, 0.00664452, 0.0111421, 0.0258065, 0.0822072, 0.208145, 0.259227, 0.162489, 0.0817223, 0.0331754, 0.03751, 0.0396644, 0.0353774, 0.0387205, 0.0242522, 0.0187406, 0.0138686, 0.0171086, 0.00334169, 0.00753769, 0.00486224, 0.0133333, 0.0119306, 0.0126002, 0.0113798}:
{0, 25 , 0, 0, 0, 0.00696379, 0.00774194, 0.0247748, 0.0678733, 0.204292, 0.267934, 0.13181, 0.0600316, 0.0359138, 0.037376, 0.0345912, 0.0429293, 0.0339531, 0.029985, 0.0175182, 0.0213858, 0.0116959, 0.0134003, 0.00567261, 0.00952381, 0.016269, 0.0148912, 0.0199147}:
{0, 25 , 0, 0, 0.00166113, 0, 0.00387097, 0.0157658, 0.0343891, 0.0755365, 0.184961, 0.242531, 0.147709, 0.0646449, 0.0480549, 0.0353774, 0.0446128, 0.0347615, 0.0322339, 0.0394161, 0.0239521, 0.015873, 0.0142379, 0.00972447, 0.0142857, 0.016269, 0.0126002, 0.0128023}:
{0, 25 , 0, 0, 0, 0.00139276, 0.00258065, 0.00675676, 0.0108597, 0.0369099, 0.0743302, 0.178383, 0.229068, 0.15004, 0.0610221, 0.0416667, 0.0446128, 0.0323363, 0.0412294, 0.0394161, 0.0239521, 0.0192147, 0.0217755, 0.0105348, 0.02, 0.0151844, 0.00801833, 0.0128023}:
{0, 25 , 0, 0, 0, 0.00139276, 0.00129032, 0.00112613, 0.00542986, 0.00772532, 0.0276577, 0.0773286, 0.177725, 0.209098, 0.144165, 0.0660377, 0.0446128, 0.0388036, 0.0389805, 0.029927, 0.037639, 0.0233918, 0.0251256, 0.0153971, 0.0209524, 0.016269, 0.00801833, 0.0199147}:
{0, 25 , 0, 0, 0, 0, 0, 0, 0.00180995, 0.00343348, 0.0129646, 0.0456942, 0.0813586, 0.17079, 0.189169, 0.13522, 0.0715488, 0.0355699, 0.0374813, 0.0343066, 0.0410607, 0.0350877, 0.0242881, 0.0178282, 0.0219048, 0.0238612, 0.0183276, 0.0156472}:
{0, 25 , 0, 0, 0, 0, 0, 0, 0.000904977, 0.00257511, 0.00605013, 0.0184534, 0.0513428, 0.0909816, 0.186117, 0.194969, 0.114478, 0.0735651, 0.0442279, 0.0423358, 0.0419162, 0.0401003, 0.0343384, 0.0372771, 0.0257143, 0.0184382, 0.0160367, 0.0184922}:
{0, 25 , 0, 0, 0, 0, 0, 0.00112613, 0.000904977, 0.000858369, 0.00432152, 0.00878735, 0.0181675, 0.0438947, 0.0831426, 0.169025, 0.180135, 0.138238, 0.0742129, 0.0489051, 0.0410607, 0.0359231, 0.0427136, 0.0356564, 0.0295238, 0.0292842, 0.0274914, 0.0170697}:
{0, 25 , 0, 0, 0, 0, 0, 0, 0, 0.000858369, 0.000864304, 0.00351494, 0.007109, 0.0199521, 0.0503432, 0.0801887, 0.148148, 0.154406, 0.118441, 0.0671533, 0.0598802, 0.0442774, 0.041876, 0.047812, 0.0428571, 0.0422993, 0.0206186, 0.0398293}:
{0, 25 , 0, 0, 0, 0, 0, 0, 0.000904977, 0.000858369, 0.00172861, 0.000878735, 0.00631912, 0.00957702, 0.0198322, 0.0487421, 0.0942761, 0.146322, 0.149925, 0.10292, 0.063302, 0.0551378, 0.0309883, 0.0486224, 0.0466667, 0.0422993, 0.0378007, 0.0312945}:
{0, 25 , 0, 0, 0, 0, 0, 0, 0, 0, 0.00172861, 0.000878735, 0.000789889, 0.00478851, 0.00991609, 0.0283019, 0.0361953, 0.102668, 0.155172, 0.156934, 0.106929, 0.075188, 0.0485762, 0.0470016, 0.0580952, 0.0466377, 0.04811, 0.0284495}:
{0, 25 , 0, 0, 0, 0, 0, 0, 0, 0, 0.000864304, 0.000878735, 0.00157978, 0.00399042, 0.00457666, 0.0125786, 0.026936, 0.0501213, 0.0824588, 0.155474, 0.133447, 0.107769, 0.0887772, 0.0461912, 0.0466667, 0.0488069, 0.0469645, 0.056899}:
{0, 25 , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000878735, 0.000789889, 0.00239425, 0.00305111, 0.00314465, 0.013468, 0.0266774, 0.0457271, 0.0817518, 0.117194, 0.132832, 0.112228, 0.0680713, 0.0552381, 0.0498915, 0.04811, 0.0497866}:
{0, 25 , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000878735, 0.000789889, 0.00159617, 0.00152555, 0.00393082, 0.00757576, 0.0194018, 0.0202399, 0.0452555, 0.094953, 0.12782, 0.11474, 0.103728, 0.0609524, 0.0596529, 0.0630011, 0.0654339}:
{0, 25 , 0, 0, 0, 0, 0, 0, 0, 0.000858369, 0, 0, 0.000789889, 0.000798085, 0, 0.00235849, 0.003367, 0.00808407, 0.0149925, 0.0372263, 0.0624465, 0.0893901, 0.11139, 0.149109, 0.0971429, 0.0737527, 0.0652921, 0.056899}:
{0, 25 , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00157978, 0, 0, 0.00314465, 0.00420875, 0.00485044, 0.0104948, 0.0131387, 0.0230967, 0.0618212, 0.0912898, 0.10859, 0.113333, 0.121475, 0.0756014, 0.0825036}:
{0, 25 , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00159617, 0, 0.000786164, 0.000841751, 0.00161681, 0.005997, 0.0080292, 0.011976, 0.0300752, 0.0603015, 0.0834684, 0.12381, 0.126898, 0.124857, 0.0981508}:
{0, 25 , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000786164, 0.000841751, 0.00404204, 0.00224888, 0.00583942, 0.00940975, 0.021721, 0.0435511, 0.0680713, 0.0828571, 0.104121, 0.153494, 0.14936}:
{0, 25 , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000878735, 0, 0, 0, 0, 0, 0.000808407, 0.00149925, 0.00218978, 0.00342173, 0.0125313, 0.0217755, 0.0364668, 0.0714286, 0.0943601, 0.138603, 0.152205};
